pool_row_index	pool_rank	source_dataset	dataset_role	source_row_index	id	word	subset	context	w_word	wo_word	followup_metadata_only	with_without_diff	generated_from	generated_from_text	sampling_strategy	prompt_mode	top_p	temperature	base_seed	condition_seed	samples_requested	unique_samples_obtained	max_sample_draws	sample_draw	unique_rank	response	normalized_response	raw_generation	log_prob_given_P	log_prob_given_P_prime	log_prob_given_P_per_token	log_prob_given_P_prime_per_token	token_count_given_P	token_count_given_P_prime	own_log_prob	other_log_prob	own_log_prob_per_token	other_log_prob_per_token	own_context_log_prob_advantage	own_context_log_prob_advantage_per_token	own_context_win	include_context	followup	particle	selection_score_per_token	selection_score_raw	fold_id	prompt_with	prompt_without	next_speaker
0	1	only	discourse_particle	10	1038	only	h	Can I order take-out here?	We only have spring rolls today for take-out.	We have spring rolls today for take-out.	Then could I have four orders, please?		P	We only have spring rolls today for take-out.	nucleus	base	0.9	1.0	20260416	2039209861	50	50	200	41	40	Why do you only have spring rolls?	why do you only have spring rolls?	 Why do you only have spring rolls?\nSpeaker 2:   The chef didn’t make the dipping sauce.\nSpeaker 1:  Maybe he’ll make the dipping sauce tomorrow.\nSpeaker 2:   Who knows?\n(Can I order take-out here?)\nDo you order take-out at home or at work	-11.586189270019531	-16.496944427490234	-1.4482736587524414	-2.06211805343628	8	8	-11.586189270019531	-16.496944427490234	-1.4482736587524414	-2.06211805343628	4.910755157470703	0.6138443946838379	True	True	Then could I have four orders, please?	only	0.6138443946838379	4.910755157470703	0	"Speaker 1: Can I order take-out here?
Speaker 2: We only have spring rolls today for take-out.
Speaker 1: "	"Speaker 1: Can I order take-out here?
Speaker 2: We have spring rolls today for take-out.
Speaker 1: "	Speaker 1
1	2	only	discourse_particle	26	2118	only	h	Hello, may I help you?__eou__Yes, I'd like to have this parcel delivered to Shanghai.	Oh, we only take care of mail. For parcels, you can go to the next window.	Oh, we take care of mail. For parcels, you can go to the next window.	Thanks! ... Hello, I have a parcel to deliver.		P	Oh, we only take care of mail. For parcels, you can go to the next window.	nucleus	base	0.9	1.0	20260416	2118625524	50	50	200	24	24	........................	........................	........................\nSpeaker 3: Can you please get me a passport?\nSpeaker 4: No, I'm sorry, we only make passports.\nSpeaker 3: No, what do you mean? I am asking for a passport, not passports!\nSpeaker 4: Oh, I see. What kind of passport do	-5.90234375	-6.47265625	-5.90234375	-6.47265625	1	1	-5.90234375	-6.47265625	-5.90234375	-6.47265625	0.5703125	0.5703125	True	True	Thanks! ... Hello, I have a parcel to deliver.	only	0.5703125	0.5703125	0	"Speaker 1: Hello, may I help you?
Speaker 2: Yes, I'd like to have this parcel delivered to Shanghai.
Speaker 1: Oh, we only take care of mail. For parcels, you can go to the next window.
Speaker 2: "	"Speaker 1: Hello, may I help you?
Speaker 2: Yes, I'd like to have this parcel delivered to Shanghai.
Speaker 1: Oh, we take care of mail. For parcels, you can go to the next window.
Speaker 2: "	Speaker 2
2	3	only	discourse_particle	10	1038	only	h	Can I order take-out here?	We only have spring rolls today for take-out.	We have spring rolls today for take-out.	Then could I have four orders, please?		P	We only have spring rolls today for take-out.	nucleus	base	0.9	1.0	20260416	2039209861	50	50	200	20	20	That’s fine.	that’s fine.	 That’s fine.\nNote that the speaker 2 has used only to modify an action (spring rolls is an action), not to modify a non-action (the spring rolls, in this case).\nA lack of the copula is possible with some adjectives that refer to food:\nGravy: This is just plain	-5.680908203125	-7.732421875	-1.42022705078125	-1.93310546875	4	4	-5.680908203125	-7.732421875	-1.42022705078125	-1.93310546875	2.051513671875	0.51287841796875	True	True	Then could I have four orders, please?	only	0.51287841796875	2.051513671875	0	"Speaker 1: Can I order take-out here?
Speaker 2: We only have spring rolls today for take-out.
Speaker 1: "	"Speaker 1: Can I order take-out here?
Speaker 2: We have spring rolls today for take-out.
Speaker 1: "	Speaker 1
3	4	only	discourse_particle	13	1368	only	h	Excuse me. How much is the chocolate bar?__eou__One dollar.__eou__So, I can have five for five dollars?	Actually, you can only have four.	Actually, you can have four.	Oh, yeah. I forgot tax. Give me four then, please.		P	Actually, you can only have four.	nucleus	base	0.9	1.0	20260416	1634271979	50	50	200	15	14	Why?	why?	 Why?\nSpeaker 2: Because of the one penny.\nSpeaker 1: What are you talking about? I want five for five dollars.\nSpeaker 2: You can't have five for five dollars. Do you think the government is just going to give you a penny for free?\nSpeaker 1: I	-3.1064453125	-4.0390625	-1.55322265625	-2.01953125	2	2	-3.1064453125	-4.0390625	-1.55322265625	-2.01953125	0.9326171875	0.46630859375	True	True	Oh, yeah. I forgot tax. Give me four then, please.	only	0.46630859375	0.9326171875	0	"Speaker 1: Excuse me. How much is the chocolate bar?
Speaker 2: One dollar.
Speaker 1: So, I can have five for five dollars?
Speaker 2: Actually, you can only have four.
Speaker 1: "	"Speaker 1: Excuse me. How much is the chocolate bar?
Speaker 2: One dollar.
Speaker 1: So, I can have five for five dollars?
Speaker 2: Actually, you can have four.
Speaker 1: "	Speaker 1
4	5	only	discourse_particle	13	1368	only	h	Excuse me. How much is the chocolate bar?__eou__One dollar.__eou__So, I can have five for five dollars?	Actually, you can only have four.	Actually, you can have four.	Oh, yeah. I forgot tax. Give me four then, please.		P	Actually, you can only have four.	nucleus	base	0.9	1.0	20260416	1634271979	50	50	200	47	39	Why is that?	why is that?	 Why is that?\nSpeaker 2:  Because there’s a special price for five. I’ll give you two dollars off.\nSpeaker 1: How can I know that when I come back tomorrow?\nSpeaker 2:  You can’t. We’re not allowed to give discounts on chocolate bars.	-5.556610107421875	-7.19677734375	-1.3891525268554688	-1.7991943359375	4	4	-5.556610107421875	-7.19677734375	-1.3891525268554688	-1.7991943359375	1.640167236328125	0.4100418090820312	True	True	Oh, yeah. I forgot tax. Give me four then, please.	only	0.4100418090820312	1.640167236328125	0	"Speaker 1: Excuse me. How much is the chocolate bar?
Speaker 2: One dollar.
Speaker 1: So, I can have five for five dollars?
Speaker 2: Actually, you can only have four.
Speaker 1: "	"Speaker 1: Excuse me. How much is the chocolate bar?
Speaker 2: One dollar.
Speaker 1: So, I can have five for five dollars?
Speaker 2: Actually, you can have four.
Speaker 1: "	Speaker 1
5	6	only	discourse_particle	1	491	only	h	Excuse me. Can you tell me where the Wal-Mart supermarket is?__eou__Turn right at the second crossing and then go straight for two blocks.__eou__Is it far from here?	No, it’s only ten-minute's walk.	No, it’s ten-minute's walk.	Thanks a lot.		P	No, it’s only ten-minute's walk.	nucleus	base	0.9	1.0	20260416	1159143795	50	50	200	29	28	今日是我的生日	今日是我的生日	今日是我的生日\n這個例句中，生日是what’s going on，這個屬於我們常常在英語上看到的介系詞短語，它們一般不需要分詞from or about之類的。\nto need is verb+有很強的形容詞功能，	-14.474365234375	-16.35419464111328	-2.894873046875	-3.2708389282226564	5	5	-14.474365234375	-16.35419464111328	-2.894873046875	-3.2708389282226564	1.8798294067382808	0.3759658813476565	True	True	Thanks a lot.	only	0.3759658813476565	1.8798294067382808	0	"Speaker 1: Excuse me. Can you tell me where the Wal-Mart supermarket is?
Speaker 2: Turn right at the second crossing and then go straight for two blocks.
Speaker 1: Is it far from here?
Speaker 2: No, it’s only ten-minute's walk.
Speaker 1: "	"Speaker 1: Excuse me. Can you tell me where the Wal-Mart supermarket is?
Speaker 2: Turn right at the second crossing and then go straight for two blocks.
Speaker 1: Is it far from here?
Speaker 2: No, it’s ten-minute's walk.
Speaker 1: "	Speaker 1
6	7	only	discourse_particle	7	794	only	h	Can I have the window seat over there?__eou__Sorry, sir. That table has been booked.	Well, in that case, this table is the only choice.	Well, in that case, this table is the choice.	Actually you can have a window seat if you don't mind a ten-minute wait.		P	Well, in that case, this table is the only choice.	nucleus	base	0.9	1.0	20260416	358767093	50	50	200	42	42	We’re booked solid until lunch.	we’re booked solid until lunch.	 We’re booked solid until lunch.\nSpeaker 1: Then this table it is.\nSpeaker 2: Sir, you’re not very good with, um, our seating system.\nI'm going to make up something completely unexpected. Something you wouldn't see anywhere else.\nHmm... It was the security guard that was	-21.236328125	-23.73828125	-3.0337611607142856	-3.3911830357142856	7	7	-21.236328125	-23.73828125	-3.0337611607142856	-3.3911830357142856	2.501953125	0.357421875	True	True	Actually you can have a window seat if you don't mind a ten-minute wait.	only	0.357421875	2.501953125	1	"Speaker 1: Can I have the window seat over there?
Speaker 2: Sorry, sir. That table has been booked.
Speaker 1: Well, in that case, this table is the only choice.
Speaker 2: "	"Speaker 1: Can I have the window seat over there?
Speaker 2: Sorry, sir. That table has been booked.
Speaker 1: Well, in that case, this table is the choice.
Speaker 2: "	Speaker 2
7	8	only	discourse_particle	10	1038	only	h	Can I order take-out here?	We only have spring rolls today for take-out.	We have spring rolls today for take-out.	Then could I have four orders, please?		P	We only have spring rolls today for take-out.	nucleus	base	0.9	1.0	20260416	2039209861	50	50	200	7	7	3 spring rolls then.	3 spring rolls then.	3 spring rolls then.\nSpeaker 2: 3 spring rolls. Here’s your bag. Do you want some chopsticks?\nSpeaker 1: That’s fine. Thanks.\nThe restaurant worker tells him that they don’t have a lot of options for take-out. But they do have some spring rolls. He asks	-9.663825988769531	-11.445281982421877	-1.9327651977539064	-2.289056396484375	5	5	-9.663825988769531	-11.445281982421877	-1.9327651977539064	-2.289056396484375	1.7814559936523438	0.3562911987304689	True	True	Then could I have four orders, please?	only	0.3562911987304689	1.7814559936523438	0	"Speaker 1: Can I order take-out here?
Speaker 2: We only have spring rolls today for take-out.
Speaker 1: "	"Speaker 1: Can I order take-out here?
Speaker 2: We have spring rolls today for take-out.
Speaker 1: "	Speaker 1
8	9	only	discourse_particle	10	1038	only	h	Can I order take-out here?	We only have spring rolls today for take-out.	We have spring rolls today for take-out.	Then could I have four orders, please?		P	We only have spring rolls today for take-out.	nucleus	base	0.9	1.0	20260416	2039209861	50	50	200	10	10	2 spring rolls then.	2 spring rolls then.	2 spring rolls then.\n1. Can I order take-out here?\n2. Can I order to take-out here?\n3. Can I order to take out here?\n4. Can I order take-out here?\n5. Can I order take out here?\nWe only have spring rolls today for take-out.\n1.	-8.455421447753906	-10.211463928222656	-1.6910842895507812	-2.0422927856445314	5	5	-8.455421447753906	-10.211463928222656	-1.6910842895507812	-2.0422927856445314	1.75604248046875	0.3512084960937502	True	True	Then could I have four orders, please?	only	0.3512084960937502	1.75604248046875	0	"Speaker 1: Can I order take-out here?
Speaker 2: We only have spring rolls today for take-out.
Speaker 1: "	"Speaker 1: Can I order take-out here?
Speaker 2: We have spring rolls today for take-out.
Speaker 1: "	Speaker 1
9	10	only	discourse_particle	0	315	only	h	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?		P	It costs only 25 yuan.	nucleus	base	0.9	1.0	20260416	710718775	50	50	200	43	43	25 yuan? Wow! It’s really cheap!	25 yuan? wow! it’s really cheap!	25 yuan? Wow! It’s really cheap!\nIt’s amazing! I’ve never seen such a beautiful lipstick.\nHere is another example. A man is looking for an English course.\nI’m looking for an English course.\nA: Would you like to learn English?\nB: Yes, I do. Could you tell	-11.764129638671877	-15.156402587890623	-1.1764129638671874	-1.5156402587890625	10	10	-11.764129638671877	-15.156402587890623	-1.1764129638671874	-1.5156402587890625	3.39227294921875	0.3392272949218751	True	True	Oh, it's too expensive. Can't you make it any cheaper?	only	0.3392272949218751	3.39227294921875	1	"Speaker 1: Excuse me, could you tell me how much is the lipstick?
Speaker 2: It costs only 25 yuan.
Speaker 1: "	"Speaker 1: Excuse me, could you tell me how much is the lipstick?
Speaker 2: It costs 25 yuan.
Speaker 1: "	Speaker 1
