id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context	observer_mode	removal_log_prob_delta_per_token	removal_upper_iqr_outlier
7	not	Can you manage chopsticks?	Why not? See.	Why? See.	Good mastery. How do you like our Chinese food?	-91.86623394489288	-99.15346539020538	-9.186623394489288	-11.01705171002282	10	9	-62.58108711242676	-66.86716055870056	-3.9113179445266724	-4.179197534918785	16	16	-230.24474954605103	-241.84149193763733	-6.059072356475027	-6.536256538855063	38	37	True	False	1.8304283155335312	True
460	not	What can I help you with today?__eou__My washing machine isn't working.__eou__What's the problem?	The water will not drain.	The water will drain.	Is there anything else wrong with it?	-75.26972079277039	-89.30304598808289	-6.8427018902518535	-8.930304598808288	11	10	-38.45935571193695	-32.67718172073364	-2.958411977841304	-2.513629363133357	13	13	-268.51310205459595	-276.79330599308014	-4.475218367576599	-4.691411965984409	60	59	True	False	2.0876027085564344	True
692	not	Hi, Mike. I am going to move on the first of next month.__eou__Congratulations! So, have you started planning your move?__eou__Yes, I am trying to find good movers now. Do you know any?	Not really.	Really.	What did you do for your last move?	-63.57754564285278	-70.23184251785278	-7.947193205356598	-10.033120359693255	8	7	-24.803052186965942	-23.509186267852783	-1.7716465847832816	-1.679227590560913	14	14	-329.4605242013931	-334.83853328227997	-4.067413879029544	-4.185481666028499	81	80	True	False	2.085927154336657	True
1467	not	May I help you, sir?__eou__Yes, please. I'm looking for a cotton polo shirt.__eou__Any particular colour?	Not really.	Really.	How about this one?	-50.91366386413574	-59.69296073913574	-6.364207983016968	-8.527565819876534	8	7	-19.733310341835022	-19.77916181087494	-1.9733310341835022	-1.977916181087494	10	10	-274.60368037223816	-283.4185748100281	-4.734546213314451	-4.972255698421545	58	57	True	False	2.163357836859566	True
1746	not	Are we here yet?	Not quite yet.	Quite yet.	How far away is it?	-66.34955024719238	-76.45746040344238	-7.372172249688043	-9.557182550430298	9	8	-21.724732756614685	-25.903568506240845	-1.9749757051467896	-2.3548698642037134	11	11	-154.4127995967865	-168.68392050266266	-4.981058051509242	-5.622797350088756	31	30	True	False	2.185010300742255	True
2467	not	What can I help you with today?__eou__My washing machine isn't working.__eou__What's the problem?	The water will not drain.	The water will drain.	Is there anything else wrong with it?	-75.26972079277039	-89.30304598808289	-6.8427018902518535	-8.930304598808288	11	10	-38.45935571193695	-32.67718172073364	-2.958411977841304	-2.513629363133357	13	13	-268.51310205459595	-276.79330599308014	-4.475218367576599	-4.691411965984409	60	59	True	False	2.0876027085564344	True
2543	not	Are you being served, madam?	Not yet.	Yet.	Sit here please.How would you like your hair done?	-63.63763642311096	-73.42669892311096	-7.95470455288887	-10.48952841758728	8	7	-73.5578681230545	-72.74862968921661	-4.5973667576909065	-4.546789355576038	16	16	-210.5860389471054	-219.57880246639252	-5.54173786702909	-5.934562228821419	38	37	True	False	2.53482386469841	True
2579	not	Come on in.Let me show you the house.Isn' t it something? Spacious, bright and clean.And the walls were newly painted.Have you ever seen such a nice house?	Not really.	Really.	This is the kitchen.Every - thing's new.	-59.92584228515625	-68.39117431640625	-7.490730285644531	-9.770167759486608	8	7	-55.82365548610687	-55.87996029853821	-3.4889784678816795	-3.492497518658638	16	16	-297.5726361274719	-306.08792531490326	-4.312646900398144	-4.501293019336813	69	68	True	False	2.2794374738420764	True
3583	not	Do you even know where this bus is supposed to go?__eou__It should take us all the way up to Altadena.__eou__Don't you know?	I'm not positive if it does or not.	I'm positive if it does or.	Is this the right bus, or not?	-55.860382080078125	-87.36264038085938	-3.7240254720052084	-6.720203106219952	15	13	-29.99868893623352	-26.659302949905396	-2.1427634954452515	-1.9042359249932426	14	14	-299.66070806980133	-327.7876306772232	-4.0494690279702885	-4.5526059816281	74	72	True	False	2.9961776342147433	True
3630	not	So, where is this bus supposed to take us?__eou__It should take us back up to Altadena.__eou__Well, don't you know for sure?	I'm not really sure if it does or not.	I'm really sure if it does or.	Are you sure we got on the right bus?	-56.57916259765625	-87.1748046875	-3.5361976623535156	-6.226771763392857	16	14	-19.314252376556396	-20.04963719844818	-1.2876168251037599	-1.3366424798965455	15	15	-299.7160291671753	-331.0253275632858	-3.8924159632100688	-4.413671034177145	77	75	True	False	2.690574101039341	True
