id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context	removal_log_prob_delta_per_token	removal_upper_iqr_outlier
692	not	Hi, Mike. I am going to move on the first of next month.__eou__Congratulations! So, have you started planning your move?__eou__Yes, I am trying to find good movers now. Do you know any?	Not really.	Really.	What did you do for your last move?	-8.638204455375671	-16.592433094978333	-1.079775556921959	-2.3703475849969045	8	7	-12.782152891159058	-16.123098373413086	-0.9832425300891583	-1.2402383364163911	13	13	-149.24045741558075	-160.56431305408478	-1.8891197141212752	-2.058516834026728	79	78	True	1.2905720280749455	True
1467	not	May I help you, sir?__eou__Yes, please. I'm looking for a cotton polo shirt.__eou__Any particular colour?	Not really.	Really.	How about this one?	-6.619723081588745	-17.212618589401245	-0.8274653851985931	-2.4589455127716064	8	7	-3.3885111808776855	-4.131359577178955	-0.37650124231974286	-0.4590399530198839	9	9	-83.87795948982239	-95.19612526893616	-1.4715431489442523	-1.69993080837386	57	56	True	1.6314801275730133	True
1746	not	Are we here yet?	Not quite yet.	Quite yet.	How far away is it?	-7.685788154602051	-17.17187213897705	-0.8539764616224501	-2.1464840173721313	9	8	-8.766812801361084	-8.988288879394531	-0.8766812801361084	-0.8988288879394531	10	10	-58.509851932525635	-68.20325183868408	-2.0175811011215736	-2.4358304228101457	29	28	True	1.2925075557496812	True
2543	not	Are you being served, madam?	Not yet.	Yet.	Sit here please.How would you like your hair done?	-8.845077514648438	-16.936386108398438	-1.1056346893310547	-2.4194837297712053	8	7	-41.48050594329834	-42.39337491989136	-2.5925316214561462	-2.64958593249321	16	16	-97.96804809570312	-106.97282266616821	-2.7213346693250866	-3.0563663618905204	36	35	True	1.3138490404401506	True
3246	not	Can we talk?__eou__What about?	I’m not too clear on some things about my lease.	I’m too clear on some things about my lease.	Is there a problem?	-39.22689485549927	-54.59286165237427	-2.179271936416626	-3.211344803080839	18	17	-8.610903978347778	-8.225981712341309	-0.9567671087053087	-0.9139979680379232	9	9	-91.36232686042786	-106.33189678192139	-2.0764165195551785	-2.4728348088818928	44	43	True	1.0320728666642132	True
3444	not	Why'd you run into me?__eou__I didn't mean to. It was an accident.__eou__You have completely damaged my car.	I did not. It looks perfectly fine.	I did. It looks perfectly fine.	You don't see what happened to my bumper?	-18.421576261520386	-31.570653200149536	-1.3158268758228846	-2.4285117846268873	14	13	-18.47477149963379	-18.924188256263733	-1.2316514333089192	-1.2616125504175821	15	15	-123.43858087062836	-137.0145845413208	-1.7385715615581459	-1.9573512077331543	71	70	True	1.1126849088040027	True
3506	not	I have to move.	You have not fulfilled your lease agreement yet.	You have fulfilled your lease agreement yet.	I can’t stay here anymore.	-33.6517219543457	-46.29747295379639	-2.4036944253104076	-3.5613440733689528	14	13	-9.646792650222778	-10.100918292999268	-0.8038993875185648	-0.8417431910832723	12	12	-87.43505120277405	-100.52821683883667	-2.428751422299279	-2.872234766823905	36	35	True	1.1576496480585452	True
3583	not	Do you even know where this bus is supposed to go?__eou__It should take us all the way up to Altadena.__eou__Don't you know?	I'm not positive if it does or not.	I'm positive if it does or.	Is this the right bus, or not?	-21.046562671661377	-36.98760271072388	-1.315410166978836	-2.641971622194563	16	14	-17.99592089653015	-18.914271354675293	-1.3843016074253962	-1.454943950359638	13	13	-145.89912712574005	-162.7653615474701	-1.9716098260235142	-2.26063002149264	74	72	True	1.3265614552157268	True
3630	not	So, where is this bus supposed to take us?__eou__It should take us back up to Altadena.__eou__Well, don't you know for sure?	I'm not really sure if it does or not.	I'm really sure if it does or.	Are you sure we got on the right bus?	-16.64384627342224	-33.950273513793945	-0.9790497807895436	-2.263351567586263	17	15	-11.670952796936035	-13.729002475738525	-0.8336394854954311	-0.9806430339813232	14	14	-139.31313908100128	-158.64670145511627	-1.80926154650651	-2.1152893527348837	77	75	True	1.2843017867967195	True
3697	not	Mr. Rogers?__eou__Mr. : Yes?	I'm not feeling too well.	I'm feeling too well.	Mr. : Would you like to go to the nurse's?	-14.393447875976562	-26.659072875976562	-1.1071882981520433	-2.2215894063313804	13	12	-18.666860103607178	-27.838261604309082	-1.0370477835337322	-1.5465700891282823	18	18	-103.25720548629761	-124.67323589324951	-2.065144109725952	-2.5443517529234594	50	49	True	1.114401108179337	True
5412	not	I really should be on my way.	Oh, not yet. At least have one for the road.	Oh, yet. At least have one for the road.	No, thanks all the same.	-27.972013473510742	-44.08833026885986	-1.5540007485283747	-2.593431192285874	18	17	-16.06126308441162	-15.978465557098389	-1.4601148258556018	-1.4525877779180354	11	11	-93.63141536712646	-109.63478422164917	-2.229319413503011	-2.6740191273572966	42	41	True	1.0394304437574995	True
5817	not	Thank you for coming to see me off.	Not at all.	At all.	If have time, I'll come again.	-7.980807304382324	-17.64237117767334	-0.8867563671535916	-2.2052963972091675	9	8	-29.234285831451416	-29.451439380645752	-2.088163273675101	-2.1036742414746965	14	14	-88.19596719741821	-98.10106134414673	-2.383674789119411	-2.7250294817818537	37	36	True	1.3185400300555759	True
5889	not	I really like the record you lent me the other day.__eou__I'm glad you like it.__eou__And thank you very much for letting me keep it so long.	Not at all.	At all.	I'm most grateful. Everyone in our class enjoyed it.	-4.184100151062012	-12.459884643554688	-0.46490001678466797	-1.557485580444336	9	8	-34.480692863464355	-35.18813610076904	-2.028276050792021	-2.069890358868767	17	17	-132.2212586402893	-141.20438194274902	-1.786773765409315	-1.934306601955466	74	73	True	1.092585563659668	True
5938	not	What are you doing this Saturday?	Not much.	Much.	Do you want to go see a movie?	-7.485852241516113	-18.497326850891113	-0.9357315301895142	-2.642475264413016	8	7	-8.146308898925781	-10.305871486663818	-0.626639146071214	-0.7927593451279861	13	13	-58.32936191558838	-71.5038857460022	-1.7675564216844963	-2.2344964295625687	33	32	True	1.706743734223502	True
6038	not	Hi Mark.__eou__Hi.__eou__What are you planning to do today?	I'm not sure yet.	I'm sure yet.	Would you like to have lunch with me?	-7.883388996124268	-23.788906574249268	-0.6569490830103556	-2.162627870386297	12	11	-8.798142910003662	-9.855549335479736	-0.6767802238464355	-0.7581191796522874	13	13	-71.49729537963867	-88.46021938323975	-1.3490055732007296	-1.7011580650623028	53	52	True	1.5056787873759414	True
6391	not	Good morning, Mei! How are you?__eou__Hi Tom! I'm fine, and you?	Not bad thanks.	Bad thanks.	Good. See you!	-10.44203519821167	-19.11220121383667	-1.16022613313463	-2.3890251517295837	9	8	-15.483449459075928	-17.77897548675537	-1.7203832732306585	-1.9754417207505968	9	9	-101.30224323272705	-112.2679352760315	-2.1104634006818137	-2.388679473958117	48	47	True	1.2287990185949538	True
6487	not	Lily thinks that the job takes a back seat to the family after she is married.__eou__She must be a good wife.	Not necessarily. This is only what she says, not what she does.	Necessarily. This is only what she says, what she does.	I see.	-32.2009334564209	-57.34674644470215	-1.610046672821045	-3.0182498128790605	20	19	-4.541774749755859	-5.955192565917969	-0.648824964250837	-0.8507417951311383	7	7	-155.49445915222168	-182.05979347229004	-2.549089494298716	-3.034329891204834	61	60	True	1.4082031400580155	True
6628	not	Hello?__eou__Hi, Shelley. Have you had lunch?	Not yet.	Yet.	So shall we have lunch together? I’d like to take you this time.	-4.025042295455933	-12.357378721237183	-0.5031302869319916	-1.7653398173195975	8	7	-38.02342402935028	-39.60759902000427	-1.8106392394928705	-1.8860761438097273	21	21	-109.18404352664948	-119.1080470085144	-2.1836808705329895	-2.4307764695615184	50	49	True	1.262209530387606	True
6687	not	I love slim girls, don’t you?	Not particularly. I like fat girls.	Particularly. I like fat girls.	And I like a girl with good skin, do you?	-15.87216567993164	-29.20712661743164	-1.2209358215332031	-2.4339272181193032	13	12	-27.852428436279297	-27.460915565490723	-1.740776777267456	-1.7163072228431702	16	16	-114.95165824890137	-127.9073133468628	-2.6125376874750312	-2.974588682485181	44	43	True	1.2129913965861001	True
