id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context	observer_mode	removal_log_prob_delta_per_token	removal_upper_iqr_outlier
148	only	I come home for lunch.__eou__How long have you got?	Only 1 hour.	1 Hour.	Okay, I'll make you some food.	-63.34708833694458	-62.83652448654175	-5.758826212449507	-6.981836054060194	11	9	-60.99120569229126	-56.66449415683746	-4.066080379486084	-3.777632943789164	15	15	-242.03470611572263	-237.2423573732376	-4.840694122314453	-4.9425491119424505	50	48	True	False	1.2230098416106872	True
161	only	Do you mind if I get a lift in your car, please?	I don’t see any problem; only the car is a bit old.	I don’t see any problem; the car is a bit old.	Oh you’re so kind!	-102.99427795410156	-103.12257385253906	-4.904489426385789	-5.156128692626953	21	20	-65.06721496582031	-66.1102409362793	-5.422267913818359	-5.509186744689941	12	12	-215.5675811767578	-216.7389030456543	-3.9919922440140336	-4.089413265012345	54	53	True	False	0.2516392662411642	False
315	only	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?	-88.21435546875	-75.70166015625	-6.785719651442308	-6.3084716796875	13	12	-62.63189697265625	-59.92903900146485	-2.9824712844122026	-2.853763761974516	21	21	-193.84806442260745	-178.62665176391602	-3.5245102622292257	-3.3079009585910373	55	54	True	False	-0.4772479717548084	False
491	only	Excuse me. Can you tell me where the Wal-Mart supermarket is?__eou__Turn right at the second crossing and then go straight for two blocks.__eou__Is it far from here?	No, it’s only ten-minute's walk.	No, it’s ten-minute's walk.	Thanks a lot.	-88.60090398788452	-91.54261541366576	-5.537556499242783	-6.102841027577719	16	15	-36.79948997497559	-33.4281063079834	-3.679948997497559	-3.34281063079834	10	10	-316.0338101387024	-315.60413789749146	-3.95042262673378	-3.994989087310018	80	79	True	False	0.5652845283349368	False
501	only	Would you like to mail it by air or sea?__eou__Hmm ... How long will it take to mail things to the USA by air?	About 10 days. You can send it express mail if you need it faster. It will only take three or four days.	About 10 days. You can send it express mail if you need it faster. It will take three or four days.	I want to send it by express mail. The faster, the better.	-113.37601804733276	-110.6728286743164	-3.543000563979149	-3.5700912475585938	32	31	-53.68661069869995	-54.18110632896423	-2.5565052713666643	-2.58005268233163	21	21	-344.5642032623291	-342.3663651943207	-3.74526307893836	-3.762267749388139	92	91	True	False	0.027090683579444885	False
649	only	Well, what about this two-bedroom apartment? The listing says it's right in the heart of the city, just steps from the metro.__eou__Wow, that would be very convenient. How much is the rent?	It says it's $ 1600. But if you share it with another person, that's only $ 800 per month.	It says it's $ 1600. But if you share it with another person, that's $ 800 per month.	That definitely sounds like a steal. I think that is a very trendy neighborhood as well.	-123.80478310585022	-126.98732018470764	-3.751660094116673	-3.968353755772114	33	32	-92.23714911937714	-92.04771173000336	-3.843214546640714	-3.835321322083473	24	24	-403.69153797626495	-406.6846376657486	-3.636860702488873	-3.697133069688624	111	110	True	False	0.2166936616554409	False
659	only	Mmmm ... This apartment seems a little expensive. Do you have any cheap studios?	Actually, the one-bedroom is the only vacant apartment right now.	Actually, the one-bedroom is the vacant apartment right now.	Do you think any studios will open up soon?	-104.52345061302184	-110.75725555419922	-5.501234242790623	-6.153180864122179	19	18	-61.81549072265625	-62.68236923217773	-3.863468170166016	-3.917648077011109	16	16	-251.31265997886655	-258.410535812378	-4.259536609811298	-4.455354065730654	59	58	True	False	0.6519466213315557	False
660	only	What kind of lease is it?__eou__It's a one-year lease.	Can I have a month-to-month lease? I only want to rent the apartment for five months.	Can I have a month-to-month lease? I want to rent the apartment for five months.	No, all the leases are for one year. We don't have month-to-month leases.	-96.86610221862792	-98.33521842956544	-3.725619316101074	-3.933408737182617	26	25	-62.47618043422699	-60.22027385234833	-2.49904721736908	-2.408810954093933	25	25	-271.3830771446228	-270.59143447875977	-3.524455547332764	-3.5604136115626286	77	76	True	False	0.20778942108154297	False
666	only	What's the problem, sir?	I bought this toy gun from your store two weeks ago. My son played with it only twice and it broke.	I bought this toy gun from your store two weeks ago. My son played with it twice and it broke.	Do you keep the receipt?	-113.87849974632265	-109.37703490257265	-3.926844818838712	-3.90632267509188	29	28	-70.31304931640625	-69.50347900390625	-5.859420776367188	-5.791956583658855	12	12	-214.01138854026797	-208.70035338401797	-3.891116155277599	-3.864821358963295	55	54	True	False	-0.020522143746831922	False
687	only	Excuse me. Could you tell me the way to the Star Hotel?__eou__Yes. Go down the main road. You can't miss it.__eou__How long will it take me to get there?	It's only about a five-minute walk.	It's about a five-minute walk.	Thank you very much.	-61.077961444854736	-58.0782527923584	-4.071864096323649	-4.1484466280256	15	14	-37.69173288345337	-36.15276205539704	-3.4265211712230337	-3.2866147323088213	11	11	-302.6629705429077	-298.10837280750275	-3.6031306017012814	-3.591667142259069	84	83	True	False	0.07658253170195106	False
