particle	component	position_label	corruption_mode	eval_mode	target_type	top_k	site_set_type	effect_score_mean	effect_score_mean_ci_low	effect_score_mean_ci_high	method	run_label	run_label_pretty	run_dir	native_particle	effect_score_original_mean	effect_score_original_ci_low	effect_score_original_ci_high	metric_sign_convention
exclusive_just_to_only	attn	utterance_final_lexical	prompt_without	necessity	generated	1	localized	-0.0002603708250434	-0.0007216168660139	0.0002008752159271	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_llama3_instruct_utterance_final_lexical_exclusive_just_only_cross_patch/exclusive_just_to_only		0.0002603708250434	-0.0002008752159271	0.0007216168660139	patched_minus_baseline
exclusive_just_to_only	attn	utterance_final_lexical	prompt_without	necessity	generated	1	random_mean	-0.0001481625428764	-0.0001612408221158	-0.0001350842636371	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_llama3_instruct_utterance_final_lexical_exclusive_just_only_cross_patch/exclusive_just_to_only		0.0001481625428764	0.0001350842636371	0.0001612408221158	patched_minus_baseline
exclusive_just_to_only	attn	utterance_final_lexical	prompt_without	necessity	generated	3	localized	-0.004289507253005	-0.0058604162038536	-0.0027185983021564	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_llama3_instruct_utterance_final_lexical_exclusive_just_only_cross_patch/exclusive_just_to_only		0.004289507253005	0.0027185983021564	0.0058604162038536	patched_minus_baseline
exclusive_just_to_only	attn	utterance_final_lexical	prompt_without	necessity	generated	3	random_mean	-0.0012302408844956	-0.0016760422202604	-0.0007844395487308	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_llama3_instruct_utterance_final_lexical_exclusive_just_only_cross_patch/exclusive_just_to_only		0.0012302408844956	0.0007844395487308	0.0016760422202604	patched_minus_baseline
exclusive_just_to_only	attn	utterance_final_lexical	prompt_without	necessity	generated	5	localized	-0.0081220995920283	-0.0088767446749915	-0.0073674545090651	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_llama3_instruct_utterance_final_lexical_exclusive_just_only_cross_patch/exclusive_just_to_only		0.0081220995920283	0.0073674545090651	0.0088767446749915	patched_minus_baseline
exclusive_just_to_only	attn	utterance_final_lexical	prompt_without	necessity	generated	5	random_mean	-0.0014995812223051	-0.0017274115621678	-0.0012717508824423	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_llama3_instruct_utterance_final_lexical_exclusive_just_only_cross_patch/exclusive_just_to_only		0.0014995812223051	0.0012717508824423	0.0017274115621678	patched_minus_baseline
exclusive_just_to_only	attn	utterance_final_lexical	prompt_without	necessity	generated	10	localized	-0.020554476566379	-0.0217422200556571	-0.019366733077101	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_llama3_instruct_utterance_final_lexical_exclusive_just_only_cross_patch/exclusive_just_to_only		0.020554476566379	0.019366733077101	0.0217422200556571	patched_minus_baseline
exclusive_just_to_only	attn	utterance_final_lexical	prompt_without	necessity	generated	10	random_mean	-0.0010125029577124	-0.0012817021481539	-0.0007433037672709	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_llama3_instruct_utterance_final_lexical_exclusive_just_only_cross_patch/exclusive_just_to_only		0.0010125029577124	0.0007433037672709	0.0012817021481539	patched_minus_baseline
exclusive_just_to_only	attn	utterance_final_lexical	prompt_without	necessity	gold	1	localized	-0.0009473301859515	-0.0030586121484734	0.0011639517765703	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_llama3_instruct_utterance_final_lexical_exclusive_just_only_cross_patch/exclusive_just_to_only		0.0009473301859515	-0.0011639517765703	0.0030586121484734	patched_minus_baseline
exclusive_just_to_only	attn	utterance_final_lexical	prompt_without	necessity	gold	1	random_mean	-0.0001107098645857	-0.0004808527419602	0.0002594330127887	component	transfer	Transfer	localization/results/component_transfer_runs/20260729_llama3_instruct_utterance_final_lexical_exclusive_just_only_cross_patch/exclusive_just_to_only		0.0001107098645857	-0.0002594330127887	0.0004808527419602	patched_minus_baseline
