pool_row_index	pool_rank	source_dataset	dataset_role	source_row_index	id	word	subset	context	w_word	wo_word	followup_metadata_only	with_without_diff	generated_from	generated_from_text	sampling_strategy	prompt_mode	top_p	temperature	base_seed	condition_seed	samples_requested	unique_samples_obtained	max_sample_draws	sample_draw	unique_rank	response	normalized_response	raw_generation	log_prob_given_P	log_prob_given_P_prime	log_prob_given_P_per_token	log_prob_given_P_prime_per_token	token_count_given_P	token_count_given_P_prime	own_log_prob	other_log_prob	own_log_prob_per_token	other_log_prob_per_token	own_context_log_prob_advantage	own_context_log_prob_advantage_per_token	own_context_win	include_context	followup	particle	selection_score_per_token	selection_score_raw	fold_id	prompt_with	prompt_without	next_speaker
0	1	not	meaning_control	4	81	not	h	I'm trying to reach Robert please.	Robert is not available at the moment.	Robert is available at the moment.	What time should I call back?	0.2594282479	P	Robert is not available at the moment.	nucleus	chat	0.9	1.0	20260416	2139650515	50	50	200	44	42	Can you take a message or tell me when he will be available?	can you take a message or tell me when he will be available?	Can you take a message or tell me when he will be available?	-7.131352663040161	-41.24682354927063	-0.3753343506863242	-2.170885449961612	19	19	-7.131352663040161	-41.24682354927063	-0.3753343506863242	-2.170885449961612	34.11547088623047	1.795551099275288	True	True	What time should I call back?	not	1.795551099275288	34.11547088623047	0	"Speaker 1: I'm trying to reach Robert please.
Speaker 2: Robert is not available at the moment.
Speaker 1: "	"Speaker 1: I'm trying to reach Robert please.
Speaker 2: Robert is available at the moment.
Speaker 1: "	Speaker 1
1	2	not	meaning_control	4	81	not	h	I'm trying to reach Robert please.	Robert is not available at the moment.	Robert is available at the moment.	What time should I call back?	0.2594282479	P	Robert is not available at the moment.	nucleus	chat	0.9	1.0	20260416	2139650515	50	50	200	28	27	Can you take a message or tell me when Robert will be available?	can you take a message or tell me when robert will be available?	Can you take a message or tell me when Robert will be available?	-6.6450275182724	-38.08313488960266	-0.3497382904353894	-2.0043755205054032	19	19	-6.6450275182724	-38.08313488960266	-0.3497382904353894	-2.0043755205054032	31.43810737133026	1.6546372300700138	True	True	What time should I call back?	not	1.6546372300700138	31.43810737133026	0	"Speaker 1: I'm trying to reach Robert please.
Speaker 2: Robert is not available at the moment.
Speaker 1: "	"Speaker 1: I'm trying to reach Robert please.
Speaker 2: Robert is available at the moment.
Speaker 1: "	Speaker 1
2	3	not	meaning_control	4	81	not	h	I'm trying to reach Robert please.	Robert is not available at the moment.	Robert is available at the moment.	What time should I call back?	0.2594282479	P	Robert is not available at the moment.	nucleus	chat	0.9	1.0	20260416	2139650515	50	50	200	16	16	Can you take a message for him or provide an alternative contact method?	can you take a message for him or provide an alternative contact method?	Can you take a message for him or provide an alternative contact method?	-7.852589845657349	-39.27550530433655	-0.4132942024030183	-2.067131858122976	19	19	-7.852589845657349	-39.27550530433655	-0.4132942024030183	-2.067131858122976	31.4229154586792	1.6538376557199577	True	True	What time should I call back?	not	1.6538376557199577	31.4229154586792	0	"Speaker 1: I'm trying to reach Robert please.
Speaker 2: Robert is not available at the moment.
Speaker 1: "	"Speaker 1: I'm trying to reach Robert please.
Speaker 2: Robert is available at the moment.
Speaker 1: "	Speaker 1
3	4	not	meaning_control	4	81	not	h	I'm trying to reach Robert please.	Robert is not available at the moment.	Robert is available at the moment.	What time should I call back?	0.2594282479	P	Robert is not available at the moment.	nucleus	chat	0.9	1.0	20260416	2139650515	50	50	200	34	33	Can you leave a message or schedule a callback?	can you leave a message or schedule a callback?	Can you leave a message or schedule a callback?	-6.678801655769348	-31.354716062545776	-0.4452534437179565	-2.0903144041697184	15	15	-6.678801655769348	-31.354716062545776	-0.4452534437179565	-2.0903144041697184	24.675914406776428	1.645060960451762	True	True	What time should I call back?	not	1.645060960451762	24.675914406776428	0	"Speaker 1: I'm trying to reach Robert please.
Speaker 2: Robert is not available at the moment.
Speaker 1: "	"Speaker 1: I'm trying to reach Robert please.
Speaker 2: Robert is available at the moment.
Speaker 1: "	Speaker 1
4	5	not	meaning_control	4	81	not	h	I'm trying to reach Robert please.	Robert is not available at the moment.	Robert is available at the moment.	What time should I call back?	0.2594282479	P	Robert is not available at the moment.	nucleus	chat	0.9	1.0	20260416	2139650515	50	50	200	14	14	Can you take a message or let me know when he'll be available?	can you take a message or let me know when he'll be available?	Can you take a message or let me know when he'll be available?	-5.588699102401733	-38.15728044509888	-0.2794349551200866	-1.907864022254944	20	20	-5.588699102401733	-38.15728044509888	-0.2794349551200866	-1.907864022254944	32.568581342697144	1.6284290671348574	True	True	What time should I call back?	not	1.6284290671348574	32.568581342697144	0	"Speaker 1: I'm trying to reach Robert please.
Speaker 2: Robert is not available at the moment.
Speaker 1: "	"Speaker 1: I'm trying to reach Robert please.
Speaker 2: Robert is available at the moment.
Speaker 1: "	Speaker 1
5	6	not	meaning_control	4	81	not	h	I'm trying to reach Robert please.	Robert is not available at the moment.	Robert is available at the moment.	What time should I call back?	0.2594282479	P	Robert is not available at the moment.	nucleus	chat	0.9	1.0	20260416	2139650515	50	50	200	25	24	Can you take a message or provide an estimated time of when Robert will be available?	can you take a message or provide an estimated time of when robert will be available?	Can you take a message or provide an estimated time of when Robert will be available?	-7.901139974594116	-42.84783959388733	-0.3591427261179143	-1.947629072449424	22	22	-7.901139974594116	-42.84783959388733	-0.3591427261179143	-1.947629072449424	34.94669961929321	1.5884863463315098	True	True	What time should I call back?	not	1.5884863463315098	34.94669961929321	0	"Speaker 1: I'm trying to reach Robert please.
Speaker 2: Robert is not available at the moment.
Speaker 1: "	"Speaker 1: I'm trying to reach Robert please.
Speaker 2: Robert is available at the moment.
Speaker 1: "	Speaker 1
6	7	not	meaning_control	4	81	not	h	I'm trying to reach Robert please.	Robert is not available at the moment.	Robert is available at the moment.	What time should I call back?	0.2594282479	P	Robert is not available at the moment.	nucleus	chat	0.9	1.0	20260416	2139650515	50	50	200	30	29	Can you take a message or schedule a call-back for Robert?	can you take a message or schedule a call-back for robert?	Can you take a message or schedule a call-back for Robert?	-9.146413087844849	-37.35042595863342	-0.5081340604358249	-2.075023664368524	18	18	-9.146413087844849	-37.35042595863342	-0.5081340604358249	-2.075023664368524	28.20401287078857	1.5668896039326987	True	True	What time should I call back?	not	1.5668896039326987	28.20401287078857	0	"Speaker 1: I'm trying to reach Robert please.
Speaker 2: Robert is not available at the moment.
Speaker 1: "	"Speaker 1: I'm trying to reach Robert please.
Speaker 2: Robert is available at the moment.
Speaker 1: "	Speaker 1
7	8	not	meaning_control	4	81	not	h	I'm trying to reach Robert please.	Robert is not available at the moment.	Robert is available at the moment.	What time should I call back?	0.2594282479	P	Robert is not available at the moment.	nucleus	chat	0.9	1.0	20260416	2139650515	50	50	200	9	9	Can you take a message for Robert or schedule a callback?	can you take a message for robert or schedule a callback?	Can you take a message for Robert or schedule a callback?	-8.129895448684692	-34.14024758338928	-0.478229144040276	-2.0082498578464283	17	17	-8.129895448684692	-34.14024758338928	-0.478229144040276	-2.0082498578464283	26.01035213470459	1.5300207138061523	True	True	What time should I call back?	not	1.5300207138061523	26.01035213470459	0	"Speaker 1: I'm trying to reach Robert please.
Speaker 2: Robert is not available at the moment.
Speaker 1: "	"Speaker 1: I'm trying to reach Robert please.
Speaker 2: Robert is available at the moment.
Speaker 1: "	Speaker 1
8	9	not	meaning_control	4	81	not	h	I'm trying to reach Robert please.	Robert is not available at the moment.	Robert is available at the moment.	What time should I call back?	0.2594282479	P	Robert is not available at the moment.	nucleus	chat	0.9	1.0	20260416	2139650515	50	50	200	52	50	Can you please take a message or let me know when he'll be available?	can you please take a message or let me know when he'll be available?	Can you please take a message or let me know when he'll be available?	-6.73561704158783	-38.81619834899902	-0.3207436686470395	-1.848390397571382	21	21	-6.73561704158783	-38.81619834899902	-0.3207436686470395	-1.848390397571382	32.080581307411194	1.5276467289243425	True	True	What time should I call back?	not	1.5276467289243425	32.080581307411194	0	"Speaker 1: I'm trying to reach Robert please.
Speaker 2: Robert is not available at the moment.
Speaker 1: "	"Speaker 1: I'm trying to reach Robert please.
Speaker 2: Robert is available at the moment.
Speaker 1: "	Speaker 1
9	10	not	meaning_control	4	81	not	h	I'm trying to reach Robert please.	Robert is not available at the moment.	Robert is available at the moment.	What time should I call back?	0.2594282479	P	Robert is not available at the moment.	nucleus	chat	0.9	1.0	20260416	2139650515	50	50	200	45	43	Can you take a message or schedule a callback when Robert is available?	can you take a message or schedule a callback when robert is available?	Can you take a message or schedule a callback when Robert is available?	-9.257237672805786	-38.08412957191467	-0.4872230354108308	-2.004427872206036	19	19	-9.257237672805786	-38.08412957191467	-0.4872230354108308	-2.004427872206036	28.826891899108887	1.517204836795205	True	True	What time should I call back?	not	1.517204836795205	28.826891899108887	0	"Speaker 1: I'm trying to reach Robert please.
Speaker 2: Robert is not available at the moment.
Speaker 1: "	"Speaker 1: I'm trying to reach Robert please.
Speaker 2: Robert is available at the moment.
Speaker 1: "	Speaker 1
10	11	not	meaning_control	4	81	not	h	I'm trying to reach Robert please.	Robert is not available at the moment.	Robert is available at the moment.	What time should I call back?	0.2594282479	P	Robert is not available at the moment.	nucleus	chat	0.9	1.0	20260416	2139650515	50	50	200	12	12	Can you please take a message or leave a voicemail for Robert?	can you please take a message or leave a voicemail for robert?	Can you please take a message or leave a voicemail for Robert?	-8.412967324256897	-36.97028851509094	-0.4427877539082577	-1.945804658688997	19	19	-8.412967324256897	-36.97028851509094	-0.4427877539082577	-1.945804658688997	28.557321190834045	1.5030169047807391	True	True	What time should I call back?	not	1.5030169047807391	28.557321190834045	0	"Speaker 1: I'm trying to reach Robert please.
Speaker 2: Robert is not available at the moment.
Speaker 1: "	"Speaker 1: I'm trying to reach Robert please.
Speaker 2: Robert is available at the moment.
Speaker 1: "	Speaker 1
