id	word	context	w_word	wo_word	followup	log_prob_with_particle	log_prob_without_particle	prob_with_particle	prob_without_particle	log_prob_diff	prob_ratio	include_context
3	not	Would you mind waiting a while?__eou__Well, how long will it be?	I'm not sure. But I'll get a table ready as fast as I can.	I'm sure. But I'll get a table ready as fast as I can.	OK. We'll wait.	-20.111328125	-19.4609375	1.8440010820816621e-09	3.5336394198114e-09	-0.650390625	0.5218418924532152	True
5	not	Isn’t he the best instructor? I think he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	-89.99578475952148	-90.28273010253906	8.228625256719418e-40	6.176017320618078e-40	0.2869453430175781	1.3323513891790577	True
7	not	Can you manage chopsticks?	Why not? See.	Why? See.	Good mastery. How do you like our Chinese food?	-46.65625	-47.779541015625	5.463212315215137e-21	1.776679081595337e-21	1.123291015625	3.0749573019734906	True
15	not	Is everything to your satisfaction?	No, the steak was recommended, but it is not very fresh.	No, the steak was recommended, but it is very fresh.	Oh! Sorry to hear that. This is quite unusual as we have steak from the market every day.	-59.420989990234375	-61.9658203125	1.5623989485527767e-26	1.2262701921405004e-27	2.544830322265625	12.741066027427049	True
35	not	I'm looking for some black pumps to go with my evening gown. Could you show me what you have?__eou__Sure, we have several different styles you may choose. How high of a heel do you want?	Not to high, maybe an inch or an inch in the half would be the best.	to high, maybe an inch or an inch in the half would be the best.	In that case, I might have just the pair for you. Look at these, they were made in Italy, the leather is very soft, so your toes will not get pinched. You can tell just by looking at it that it was superbly made.	-124.29886627197266	-123.52051544189453	1.0415695411799147e-54	2.2684109850398699e-54	-0.778350830078125	0.459162624431396	True
36	not	Are you OK?__eou__I'm fine. I'm just so touched by the sad story.__eou__So I can say now that you must have enjoyed the opera. Which scene is your favorite?__eou__I love them all. But if I had to name one as the best, I would say it's the ending.__eou__What's it about? You know, I couldn't help falling asleep.__eou__Did you? I didn't notice that. But still you should know it, for you have seen it with Laura before.	I guess I've done the same thing last time I was here with her, too. I mean falling asleep. For me, this one is not that attractive.	I guess I've done the same thing last time I was here with her, too. I mean falling asleep. For me, this one is that attractive.	Then I doubt if you like operas at all.	-37.26779556274414	-39.03355407714844	6.528329022708579e-17	1.1167162997856487e-17	1.7657585144042969	5.846004955745409	True
47	not	My mother bought me a new video game.__eou__What's it like?__eou__Well, the hero is a Super Warrior. He has to fight the bad guys to find the treasure.__eou__Who are the bad guys?__eou__There are a lot! Two really bad ones are Giant Monster and Human Spider.__eou__Wow! Where's the treasure?__eou__It's in a dungeon, under a castle.__eou__How do you find it?	It's not easy to find. Anyway, you can come to my home after school today and try.	It's easy to find. Anyway, you can come to my home after school today and try.	Great!	-10.3369140625	-10.5361328125	3.241419666373622e-05	2.6559240948783018e-05	0.19921875	1.2204489099008486	True
48	not	I played the video game at Mike's home yesterday.__eou__What's it like?__eou__It's really fantastic. The hero, Super Warrior, is so brave that he can defeat any enemies he meets. He runs through tunnels, swims under water, and climbs over bridges. It's really exciting!__eou__And then?	I borrowed it from Mike yesterday. Why not have a try?	I borrowed it from Mike yesterday. Why have a try?	That's neat!	-20.110595703125	-20.23974609375	1.8453521635321091e-09	1.6217725912733195e-09	0.129150390625	1.1378612349609685	True
71	not	Is Tom in?__eou__Wrong number.__eou__Isn't this Li's residence?	No, it is not.	No, it is.	Oh, I'm sorry.	-15.785400390625	-14.740234375	1.3947222065215772e-07	3.966409494222526e-07	-1.045166015625	0.35163343788711937	True
78	not	Hello, is John in?	No, he's not. May I take a message?	No, he's. May I take a message?	Yes, would you leave him a message to call me?	-38.9188232421875	-37.205810546875	1.2524771855876141e-17	6.945792176718441e-17	-1.7130126953125	0.18032171906694602	True
