id	word	context	w_word	wo_word	followup	log_prob_with_particle	log_prob_without_particle	prob_with_particle	prob_without_particle	log_prob_diff	prob_ratio	include_context
3	not	Would you mind waiting a while?__eou__Well, how long will it be?	I'm not sure. But I'll get a table ready as fast as I can.	I'm sure. But I'll get a table ready as fast as I can.	OK. We'll wait.	-20.111328125	-19.4609375	1.8440010820816621e-09	3.5336394198114e-09	-0.650390625	0.5218418924532152	True
5	not	Isn’t he the best instructor? I think he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	-89.99578475952148	-90.28273010253906	8.228625256719418e-40	6.176017320618078e-40	0.2869453430175781	1.3323513891790577	True
7	not	Can you manage chopsticks?	Why not? See.	Why? See.	Good mastery. How do you like our Chinese food?	-46.65625	-47.779541015625	5.463212315215137e-21	1.776679081595337e-21	1.123291015625	3.0749573019734906	True
15	not	Is everything to your satisfaction?	No, the steak was recommended, but it is not very fresh.	No, the steak was recommended, but it is very fresh.	Oh! Sorry to hear that. This is quite unusual as we have steak from the market every day.	-59.420989990234375	-61.9658203125	1.5623989485527767e-26	1.2262701921405004e-27	2.544830322265625	12.741066027427049	True
35	not	I'm looking for some black pumps to go with my evening gown. Could you show me what you have?__eou__Sure, we have several different styles you may choose. How high of a heel do you want?	Not to high, maybe an inch or an inch in the half would be the best.	to high, maybe an inch or an inch in the half would be the best.	In that case, I might have just the pair for you. Look at these, they were made in Italy, the leather is very soft, so your toes will not get pinched. You can tell just by looking at it that it was superbly made.	-124.29886627197266	-123.52051544189453	1.0415695411799147e-54	2.2684109850398699e-54	-0.778350830078125	0.459162624431396	True
71	not	Is Tom in?__eou__Wrong number.__eou__Isn't this Li's residence?	No, it is not.	No, it is.	Oh, I'm sorry.	-15.785400390625	-14.740234375	1.3947222065215772e-07	3.966409494222526e-07	-1.045166015625	0.35163343788711937	True
78	not	Hello, is John in?	No, he's not. May I take a message?	No, he's. May I take a message?	Yes, would you leave him a message to call me?	-38.9188232421875	-37.205810546875	1.2524771855876141e-17	6.945792176718441e-17	-1.7130126953125	0.18032171906694602	True
81	not	I'm trying to reach Robert please.	Robert is not available at the moment.	Robert is available at the moment.	What time should I call back?	-22.538330078125	-25.484130859375	1.628274478270461e-10	8.558203156998582e-12	2.94580078125	19.025891865384363	True
83	not	Can you connect me to Mary. Smith Hotel room?	Mrs. Smith has not checked in yet.	Mrs. Smith has checked in yet.	Can you leave a message for her to call her office?	-37.189208984375	-39.332763671875	7.062065669967497e-17	8.27937930164506e-18	2.1435546875	8.52970423587709	True
95	not	Jessie, I’m afraid I can’t come back home for dinner tonight.	Not back home for dinner again? That’s the third time this week!	back home for dinner again? That’s the third time this week!	I’m sorry. Our company has just opened. There are always too many things to handle. You know that.	-73.23829650878906	-72.37739562988281	1.5595954598458378e-32	3.688896441307969e-32	-0.86090087890625	0.4227810361878452	True
149	not	May I speak to Marry?	Marry is not in right now, she went shopping with her mum.	Marry is in right now, she went shopping with her mum.	Will it be too late if I call around ten this evening?	-42.9217529296875	-42.375244140625	2.287281140255831e-19	3.950620385741601e-19	-0.5465087890625	0.5789675840561603	True
193	not	Peter, wash your hands first, and then have some dessert.__eou__Mom, can I have some ice cream?	Not today, Honey. Don't eat too much ice cream.	today, Honey. Don't eat too much ice cream.	Mom, can I have one more piece of cake?	-24.112548828125	-24.5640869140625	3.373285498518199e-11	2.1475960684045742e-11	0.4515380859375	1.5707262404443574	True
