id	word	context	w_word	wo_word	followup	log_prob_with_particle	log_prob_without_particle	prob_with_particle	prob_without_particle	log_prob_diff	prob_ratio	include_context
3	not	Would you mind waiting a while?__eou__Well, how long will it be?	I'm not sure. But I'll get a table ready as fast as I can.	I'm sure. But I'll get a table ready as fast as I can.	OK. We'll wait.	-11.876504898071289	-11.524504661560059	6.95183504441367e-06	9.884875843021187e-06	-0.35200023651123047	0.7032799556427136	True
5	not	Isn’t he the best instructor? I think he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	-71.67475032806396	-70.36436367034912	7.448201901412942e-32	2.7615005581190612e-31	-1.3103866577148438	0.2697157485452811	True
7	not	Can you manage chopsticks?	Why not? See.	Why? See.	Good mastery. How do you like our Chinese food?	-36.75724697113037	-39.47188377380371	1.0877534526933504e-16	7.204082650348108e-18	2.71463680267334	15.099125114018358	True
15	not	Is everything to your satisfaction?	No, the steak was recommended, but it is not very fresh.	No, the steak was recommended, but it is very fresh.	Oh! Sorry to hear that. This is quite unusual as we have steak from the market every day.	-49.13261795043945	-53.83603096008301	4.591717308707055e-22	4.162064693809405e-24	4.703413009643555	110.3230643083638	True
35	not	I'm looking for some black pumps to go with my evening gown. Could you show me what you have?__eou__Sure, we have several different styles you may choose. How high of a heel do you want?	Not to high, maybe an inch or an inch in the half would be the best.	to high, maybe an inch or an inch in the half would be the best.	In that case, I might have just the pair for you. Look at these, they were made in Italy, the leather is very soft, so your toes will not get pinched. You can tell just by looking at it that it was superbly made.	-105.10089015960693	-105.20390510559082	2.2660180272649665e-46	2.0442054319013333e-46	0.10301494598388672	1.1085079766945551	True
71	not	Is Tom in?__eou__Wrong number.__eou__Isn't this Li's residence?	No, it is not.	No, it is.	Oh, I'm sorry.	-6.426948547363281	-6.5593156814575195	0.0016173786665364721	0.0014168549587919436	0.13236713409423828	1.1415273359494056	True
78	not	Hello, is John in?	No, he's not. May I take a message?	No, he's. May I take a message?	Yes, would you leave him a message to call me?	-21.231022834777832	-21.732794761657715	6.018440033920588e-10	3.6439059455108803e-10	0.5017719268798828	1.6516452740321195	True
81	not	I'm trying to reach Robert please.	Robert is not available at the moment.	Robert is available at the moment.	What time should I call back?	-13.929612159729004	-15.408646583557129	8.921673055046937e-07	2.032870975185345e-07	1.479034423828125	4.388706004439613	True
83	not	Can you connect me to Mary. Smith Hotel room?	Mrs. Smith has not checked in yet.	Mrs. Smith has checked in yet.	Can you leave a message for her to call her office?	-24.178882598876953	-23.457347869873047	3.156782851587129e-11	6.495360501592465e-11	-0.7215347290039062	0.48600579610834255	True
95	not	Jessie, I’m afraid I can’t come back home for dinner tonight.	Not back home for dinner again? That’s the third time this week!	back home for dinner again? That’s the third time this week!	I’m sorry. Our company has just opened. There are always too many things to handle. You know that.	-58.65677356719971	-58.70562744140625	3.354956654424267e-26	3.1949932541142813e-26	0.04885387420654297	1.0500668976699703	True
149	not	May I speak to Marry?	Marry is not in right now, she went shopping with her mum.	Marry is in right now, she went shopping with her mum.	Will it be too late if I call around ten this evening?	-35.16364669799805	-34.88875389099121	5.353308547758119e-16	7.0470394814117665e-16	-0.27489280700683594	0.759653548398407	True
193	not	Peter, wash your hands first, and then have some dessert.__eou__Mom, can I have some ice cream?	Not today, Honey. Don't eat too much ice cream.	today, Honey. Don't eat too much ice cream.	Mom, can I have one more piece of cake?	-15.927104949951172	-15.886552810668945	1.2104481960798417e-07	1.2605433274618138e-07	-0.04055213928222656	0.9602590959861396	True
226	not	Do you have any plan to buy a house in this city?__eou__Absolutely we need a house here. But what makes me upset is the prices in this city.	Our monthly salary can not buy one square meter of the house here.	Our monthly salary can buy one square meter of the house here.	It is depressing to hear the price goes higher and higher.	-30.12151575088501	-30.890441417694092	8.286896654832472e-14	3.8410658155564423e-14	0.768925666809082	2.157447191159878	True
235	not	Hello, I'm sorry for calling this late. May I speak to Peter?	I'm sorry. He's not in right now.	I'm sorry. He's in right now.	When is he coming back?	-8.884878158569336	-12.580621719360352	0.00013846705113665988	3.437996326991507e-06	3.6957435607910156	40.27550874605746	True
244	not	I would like to buy a black suit.__eou__Do you have any special brand in your mind?__eou__No, I never wear suit in my everyday life. I just want one to take part in my sister’s wedding ceremony.	I see. Have a look at this one. It’s very cheap because it’s not very durable.	I see. Have a look at this one. It’s very cheap because it’s very durable.	But it looks good. Let me try it on.	-16.525132179260254	-20.850528717041016	6.656198758936419e-08	8.805021756752827e-10	4.325396537780762	75.59548338232766	True
249	not	Do you carrying fresh fish?__eou__Yes we do. Check the meat department. There is a fish counter there too.	I already looked, but did not see anything.	I already looked, but did see anything.	Let me show you.	-9.345693588256836	-9.425422668457031	8.73407355500103e-05	8.064750673863028e-05	0.07972908020019531	1.082993623511165	True
256	not	What would you like to eat tonight?	I'm not sure, what about you?	I'm sure, what about you?	Do you think Kentucky fried chicken is good?	-28.183178901672363	-28.763072967529297	5.757062184896951e-13	3.2237111965346723e-13	0.5798940658569336	1.7858492383205742	True
