id	word	context	w_word	wo_word	followup	log_prob_with_particle	log_prob_without_particle	prob_with_particle	prob_without_particle	log_prob_diff	prob_ratio	include_context
5	just	[NO CONTEXT]	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m not into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	-73.83434677124023	-74.20720481872559	8.593114968511279e-33	5.91861962395477e-33	0.37285804748535156	1.4518782274386868	False
16	just	[NO CONTEXT]	You are in luck. We just receive a shipment of several different styles of white purses.	You are in luck. We receive a shipment of several different styles of white purses.	They must be popular again this season.	-28.021289825439453	-28.507051467895508	6.768749673177528e-13	4.164327262762117e-13	0.4857616424560547	1.6254125206979886	False
35	just	[NO CONTEXT]	In that case, I might have just the pair for you. Look at these, they were made in Italy, the leather is very soft, so your toes will not get pinched. You can tell just by looking at it that it was superbly made.	In that case, I might have the pair for you. Look at these, they were made in Italy, the leather is very soft, so your toes will not get pinched. You can tell by looking at it that it was superbly made.	Those are beautiful. Do you have any in a size six?	-25.943485260009766	-26.074398040771484	5.406142763881882e-12	4.742778166832662e-12	0.13091278076171875	1.1398683585262919	False
36	just	[NO CONTEXT]	I'm fine. I'm just so touched by the sad story.	I'm fine. I'm so touched by the sad story.	So I can say now that you must have enjoyed the opera. Which scene is your favorite?	-67.36821746826172	-67.1424789428711	5.52528771720224e-30	6.924555393795508e-30	-0.225738525390625	0.7979267119666587	False
37	just	[NO CONTEXT]	Just Mr. White.	Mr. White.	What did he want?	-16.870147705078125	-17.605445861816406	4.7139822488078814e-08	2.259706374680939e-08	0.7352981567382812	2.0861038857198766	False
66	just	[NO CONTEXT]	I don't think so. I'm just shaken up a little.	I don't think so. I'm shaken up a little.	Maybe I'd better call an ambulance.	-18.4124813079834	-18.55986785888672	1.0082331434084184e-08	8.700652110310953e-09	0.1473865509033203	1.1588018123533328	False
77	just	[NO CONTEXT]	I'll just try him again.	I'll try him again.	Do you want me to have him give you a call?	-23.8192195892334	-23.735618591308594	4.5231851899091234e-11	4.9175843867197604e-11	-0.08360099792480469	0.9197981842719901	False
95	just	[NO CONTEXT]	I’m sorry. Our company has just opened. There are always too many things to handle. You know that.	I’m sorry. Our company has opened. There are always too many things to handle. You know that.	You don’t have to explain. Suit yourself.	-27.113792419433594	-28.832839965820312	1.6773726937048426e-12	3.0064688275814206e-13	1.7190475463867188	5.579211992210208	False
99	just	[NO CONTEXT]	Sure, just ask. What can I do for you?	Sure, ask. What can I do for you?	My car has a problem starting. Could you please take a look at it for me?	-36.467201232910156	-36.723337173461914	1.4537701057106359e-16	1.1252714713835635e-16	0.2561359405517578	1.2919283414545033	False
147	just	[NO CONTEXT]	Take the No. 7 bus. There's a bus stop just over there.	Take the No. 7 bus. There's a bus stop over there.	Will it take me straight there?	-16.87050437927246	-17.18790626525879	4.7123011927996444e-08	3.4307348447844487e-08	0.3174018859863281	1.3735544733115963	False
150	just	[NO CONTEXT]	No, it's just a couple of minutes.	No, it's a couple of minutes.	Thanks very much.	-11.838188171386719	-12.013423919677734	7.223375660004878e-06	6.062284069859583e-06	0.17523574829101562	1.1915270839778032	False
186	just	[NO CONTEXT]	Mom, just ten more minutes. The show is going to be over soon.	Mom, ten more minutes. The show is going to be over soon.	Peter, if you don't do it soon, I will throw your toys in the trash can.	-49.56422233581543	-49.799583435058594	2.9821654868379844e-22	2.356761924045178e-22	0.23536109924316406	1.2653656088092917	False
199	just	[NO CONTEXT]	Did somebody hit you? Or did you just fall?	Did somebody hit you? Or did you fall?	Mom! I was just picking my nose, and now it's bleeding.	-41.33333396911621	-41.01039123535156	1.1198533114128454e-18	1.5467259994401555e-18	-0.32294273376464844	0.7240153148121784	False
232	just	[NO CONTEXT]	I really would rather just listen. Isn't there anyone else who wants to sing?	I really would rather listen. Isn't there anyone else who wants to sing?	Come on! In the two hours we've been here, you haven't sung even one song!	-42.00160026550293	-41.75493049621582	5.740328860061418e-19	7.346222758145022e-19	-0.24666976928710938	0.781398692776762	False
