id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context	observer_mode	removal_log_prob_delta_per_token	removal_upper_iqr_outlier
3	not	Would you mind waiting a while?__eou__Well, how long will it be?	I'm not sure. But I'll get a table ready as fast as I can.	I'm sure. But I'll get a table ready as fast as I can.	OK. We'll wait.	-39.68574869632721	-48.070571184158325	-2.088723615596169	-2.6705872880087957	19	18	-27.408195972442627	-27.149029850959778	-1.8272130648295084	-1.8099353233973186	15	15	-142.74779391288757	-150.90549266338348	-2.302383772788509	-2.473860535465303	62	61	True	False	0.5818636724126267	False
5	not	Isn’t he the best instructor? I think he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	-121.31625270843506	-124.76596558094025	-3.1106731463701296	-3.283314883708954	39	38	-101.70677483081818	-107.5469172000885	-2.3652738332748413	-2.501091097676477	43	43	-422.42657446861267	-431.72204554080963	-2.8161771631240846	-2.89746339289134	150	149	True	False	0.17264173733882426	False
7	not	Can you manage chopsticks?	Why not? See.	Why? See.	Good mastery. How do you like our Chinese food?	-21.300345420837402	-20.793046355247498	-3.550057570139567	-4.1586092710494995	6	5	-48.03238570690155	-48.36468303203583	-2.4016192853450775	-2.4182341516017916	20	20	-125.71688163280487	-126.48103070259094	-3.142922040820122	-3.2431033513484855	40	39	True	False	0.6085517009099326	False
15	not	Is everything to your satisfaction?	No, the steak was recommended, but it is not very fresh.	No, the steak was recommended, but it is very fresh.	Oh! Sorry to hear that. This is quite unusual as we have steak from the market every day.	-52.44541025161743	-54.652588963508606	-3.496360683441162	-3.903756354536329	15	14	-71.96293032169342	-77.00128662586212	-2.3987643440564472	-2.566709554195404	30	30	-158.61453258991241	-166.69220411777496	-2.6883819083036005	-2.874003519271982	59	58	True	False	0.40739567109516717	False
35	not	I'm looking for some black pumps to go with my evening gown. Could you show me what you have?__eou__Sure, we have several different styles you may choose. How high of a heel do you want?	Not to high, maybe an inch or an inch in the half would be the best.	To high, maybe an inch or an inch in the half would be the best.	In that case, I might have just the pair for you. Look at these, they were made in Italy, the leather is very soft, so your toes will not get pinched. You can tell just by looking at it that it was superbly made.	-53.55387055873871	-57.10026133060455	-2.8186247662494055	-3.172236740589142	19	18	-134.59170174598694	-137.91822242736816	-2.1708338991288216	-2.224487458505938	62	62	-343.05036747455597	-352.6662687063217	-2.5224291726070294	-2.6123427311579386	136	135	True	False	0.35361197433973635	False
71	not	Is Tom in?__eou__Wrong number.__eou__Isn't this Li's residence?	No, it is not.	No, it is.	Oh, I'm sorry.	-5.907299518585205	-6.340232610702515	-0.8438999312264579	-1.0567054351170857	7	6	-24.57940685749054	-24.447381854057312	-1.6386271238327026	-1.6298254569371542	15	15	-152.3399474620819	-152.640855550766	-2.821110138186702	-2.8800161424672828	54	53	True	False	0.2128055038906278	False
81	not	I'm trying to reach Robert please.	Robert is not available at the moment.	Robert is available at the moment.	What time should I call back?	-7.330982804298401	-15.998388171195984	-0.8145536449220445	-1.999798521399498	9	8	-22.562861800193787	-27.19065499305725	-1.4101788625121117	-1.6994159370660782	16	16	-104.17734038829803	-115.85452103614807	-2.540910741178001	-2.896363025903702	41	40	True	False	1.1852448764774535	False
83	not	Can you connect me to Mary. Smith Hotel room?	Mrs. Smith has not checked in yet.	Mrs. Smith has checked in yet.	Can you leave a message for her to call her office?	-12.858098864555359	-22.031803369522095	-1.2858098864555358	-2.4479781521691217	10	9	-42.112435936927795	-44.552525997161865	-2.005354092234657	-2.1215488570077077	21	21	-160.20286560058594	-172.8081271648407	-3.204057312011719	-3.526696472751851	50	49	True	False	1.162168265713586	False
95	not	Jessie, I’m afraid I can’t come back home for dinner tonight.	Not back home for dinner again? That’s the third time this week!	Back home for dinner again? That’s the third time this week!	I’m sorry. Our company has just opened. There are always too many things to handle. You know that.	-24.65115475654602	-21.269633769989014	-1.5406971722841263	-1.4179755846659343	16	15	-80.57981884479523	-80.39973604679108	-2.518119338899851	-2.512491751462221	32	32	-173.54131472110748	-175.19296288490295	-2.4102960377931595	-2.4675065195056756	72	71	True	False	-0.12272158761819196	False
149	not	May I speak to Marry?	Marry is not in right now, she went shopping with her mum.	Marry is in right now, she went shopping with her mum.	Will it be too late if I call around ten this evening?	-31.75025713443756	-45.42778182029724	-1.9843910709023476	-3.028518788019816	16	15	-50.3351936340332	-51.13501739501953	-2.2879633470015093	-2.3243189725008877	22	22	-137.15562760829926	-151.60219407081604	-2.587842030345269	-2.9154268090541544	53	52	True	False	1.0441277171174685	False
