particle	component	position_label	corruption_mode	eval_mode	target_type	top_k	site_set_type	effect_score_mean	effect_score_mean_ci_low	effect_score_mean_ci_high	method	run_label	run_label_pretty	run_dir	effect_score_original_mean	effect_score_original_ci_low	effect_score_original_ci_high	metric_sign_convention
not	attn	utterance_final	prompt_without	necessity	generated	1	localized	-0.0033417440083804	-0.0037122390581136	-0.0029712489586473	component	expanded	Expanded	localization/results/component_patch_runs/20260723_expanded_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0033417440083804	0.0029712489586473	0.0037122390581136	patched_minus_baseline
not	attn	utterance_final	prompt_without	necessity	generated	1	random_mean	-0.0007491224020814	-0.0013470252357704	-0.0001512195683924	component	expanded	Expanded	localization/results/component_patch_runs/20260723_expanded_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0007491224020814	0.0001512195683924	0.0013470252357704	patched_minus_baseline
not	attn	utterance_final	prompt_without	necessity	generated	3	localized	-0.0112235480952161	-0.0119630652647415	-0.0104840309256908	component	expanded	Expanded	localization/results/component_patch_runs/20260723_expanded_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0112235480952161	0.0104840309256908	0.0119630652647415	patched_minus_baseline
not	attn	utterance_final	prompt_without	necessity	generated	3	random_mean	-0.0024199003725755	-0.0040619480685157	-0.0007778526766354	component	expanded	Expanded	localization/results/component_patch_runs/20260723_expanded_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0024199003725755	0.0007778526766354	0.0040619480685157	patched_minus_baseline
not	attn	utterance_final	prompt_without	necessity	generated	5	localized	-0.0187909899135846	-0.022598957890455	-0.0149830219367142	component	expanded	Expanded	localization/results/component_patch_runs/20260723_expanded_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0187909899135846	0.0149830219367142	0.022598957890455	patched_minus_baseline
not	attn	utterance_final	prompt_without	necessity	generated	5	random_mean	-0.0023736309181498	-0.0035152446993376	-0.0012320171369621	component	expanded	Expanded	localization/results/component_patch_runs/20260723_expanded_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0023736309181498	0.0012320171369621	0.0035152446993376	patched_minus_baseline
not	attn	utterance_final	prompt_without	necessity	generated	10	localized	-0.0446144341553395	-0.0468892657519971	-0.0423396025586819	component	expanded	Expanded	localization/results/component_patch_runs/20260723_expanded_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0446144341553395	0.0423396025586819	0.0468892657519971	patched_minus_baseline
not	attn	utterance_final	prompt_without	necessity	generated	10	random_mean	-0.0025422091557146	-0.0038578104756654	-0.0012266078357638	component	expanded	Expanded	localization/results/component_patch_runs/20260723_expanded_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0025422091557146	0.0012266078357638	0.0038578104756654	patched_minus_baseline
not	attn	utterance_final	prompt_without	necessity	gold	1	localized	0.0005783013352038	-0.0015027615764498	0.0026593642468576	component	expanded	Expanded	localization/results/component_patch_runs/20260723_expanded_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	-0.0005783013352038	-0.0026593642468576	0.0015027615764498	patched_minus_baseline
not	attn	utterance_final	prompt_without	necessity	gold	1	random_mean	0.0006577793065744	8.534457894547752e-06	0.0013070241552542	component	expanded	Expanded	localization/results/component_patch_runs/20260723_expanded_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	-0.0006577793065744	-0.0013070241552542	-8.534457894547752e-06	patched_minus_baseline
