id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context	removal_log_prob_delta_per_token	removal_upper_iqr_outlier
7154	just	Dave, wake up.__eou__Which? Zina? What time is it?__eou__It's seven-thirty. I want to know who left this note on my desk.	What note? I can't see. I just pulled an all-nighter.	What note? I can't see. I pulled an all-nighter.	It's a little green post-it note, stuck right in the middle of my computer screen.	-30.59010910987854	-29.410088539123535	-1.3300047439077627	-1.3368222063237971	23	22	-29.340351581573486	-29.62350344657898	-1.1736140632629395	-1.1849401378631592	25	25	-189.8963656425476	-189.00464630126953	-1.9576944911602847	-1.9687983989715576	97	96	True	0.0068174624160344255	False
7159	just	Whoa. Now I'm awake! Zina has a secret admirer.__eou__I really do not have time to deal with some lovesick computer geek.__eou__I know what you mean. I can't stand computer geeks.	Sorry, Dave, I didn't mean you. I am just not in the mood for this. I have work to do.	Sorry, Dave, I didn't mean you. I am not in the mood for this. I have work to do.	Who do you think it is?	-47.400394797325134	-48.03677785396576	-1.4812623374164104	-1.5495734791601858	32	31	-12.154714107513428	-12.386530876159668	-1.104974009773948	-1.1260482614690608	11	11	-230.5377037525177	-231.40590357780457	-2.2382301335195893	-2.268685329194162	103	102	True	0.0683111417437754	False
7160	just	Hey, Zina. You're here early today.__eou__Yeah, I'm going to be making phone calls all day. What a blast.	I just wanted to say thanks for putting us on the map so fast. I appreciate it.	I wanted to say thanks for putting us on the map so fast. I appreciate it.	Save it, Vince. After I put my first million in the bank, I'll say you're welcome.	-45.47868323326111	-46.494160413742065	-1.8949451347192128	-2.02148523538009	24	23	-64.20406031608582	-64.30966603755951	-2.293002154145922	-2.2967737870556966	28	28	-211.9777090549469	-213.10840022563934	-2.3041055332059446	-2.3418505519301025	92	91	True	0.12654010066087706	False
7172	just	Hello Gina! We've spoken so many times on the phone but's it's so good to finally meet you in person!__eou__Hello sir. Good to meet you, too.	Oh, please don't call me sir. Just call me Jason.	Oh, please don't call me sir. Call me Jason.	Ok, Jason. So how was the flight?	-20.65808629989624	-21.015328884124756	-1.032904314994812	-1.106069941269724	20	19	-14.264123916625977	-14.41043758392334	-1.0188659940447127	-1.0293169702802385	14	14	-155.7229642868042	-156.29020977020264	-1.899060540082978	-1.9295087625950942	82	81	True	0.07316562627491185	False
7190	just	Every year, the South has the floods. It is an act of God.__eou__Do you really think so?__eou__Yeah, you have some other ideas?	Think, in some way it is an act of God, but in another way, it just is caused by us.	Think, in some way it is an act of God, but in another way, it is caused by us.	For example?	-58.926398515701294	-47.39478135108948	-2.031944776403493	-1.69267076253891	29	28	-6.66133975982666	-6.658452033996582	-0.9516199656895229	-0.9512074334280831	7	7	-185.36932682991028	-173.82545399665833	-2.28851020777667	-2.172818174958229	81	80	True	-0.3392740138645829	False
7231	just	Guess what? Paul and Susan are engaged.__eou__Really? When did that happen?	A week ago? They met last summer and now just sink. They will be married soon.	A week ago? They met last summer and now sink. They will be married soon.	Have they set a date for the wedding?	-76.06591558456421	-69.89257574081421	-3.169413149356842	-3.038807640904966	24	23	-12.334888935089111	-12.067329406738281	-0.9488376103914701	-0.928256108210637	13	13	-167.03147983551025	-160.62832641601562	-2.651293330722385	-2.5907794583228325	63	62	True	-0.13060550845187624	False
7243	just	Mom, this is your third bowl of rice!	I know but I have no choice. My stomach just keeps crying for more and more.	I know but I have no choice. My stomach keeps crying for more and more.	Why? I never saw you eat so much before.	-40.40551567077637	-39.00402641296387	-1.7567615509033203	-1.7729102914983577	23	22	-18.176979064941406	-17.97234344482422	-1.211798604329427	-1.198156229654948	15	15	-120.68387413024902	-119.07774925231934	-2.277054228872623	-2.2899567163907566	53	52	True	0.016148740595037347	False
7244	just	Daniel, you can't spit the gum everywhere.	Come on, just a little piece.	Come on, a little piece.	Do you know how many people chew gum everyday?	-18.138715744018555	-22.001874923706055	-1.3952858264629657	-1.8334895769755046	13	12	-21.46897530555725	-21.802430391311646	-1.5334982361112321	-1.5573164565222604	14	14	-118.1467022895813	-122.3076720237732	-2.7475977276646812	-2.9120874291374568	43	42	True	0.4382037505125389	True
7245	just	Come back. You haven't paid yet.	May, just let him go.	May, let him go.	But he took some newspaper away without paying.	-25.981779098510742	-26.139432907104492	-2.1651482582092285	-2.376312082464045	12	11	-36.379971981048584	-35.95766067504883	-2.7984593831575832	-2.765973898080679	13	13	-117.32200992107391	-117.07029187679291	-2.9330502480268477	-3.0018023558152027	40	39	True	0.2111638242548164	False
7248	just	What's your little caper? Come home so late! We are all worried about you.__eou__Oh, I am terribly sorry. But I was so captivated with the singer at the subway exit. So I forgot the time.__eou__Singing? At the subway exit? Oh, it sounds like someone needs some money.	Oh, no, the guy was a musician who just sang. He played the guitar and sang so many cool pop songs. Many people were drawn to his music and there was no hat on the floor. He sang for appreciation, but not for money.	Oh, no, the guy was a musician who sang. He played the guitar and sang so many cool pop songs. Many people were drawn to his music and there was no hat on the floor. He sang for appreciation, but not for money.	It is just pop song, you could have sung there too if you want it.	-129.41849040985107	-128.29599285125732	-2.3110444716044833	-2.332654415477406	56	55	-62.51591444015503	-63.16775417327881	-2.976948306674049	-3.0079882939656577	21	21	-406.1713228225708	-405.6814694404602	-2.620460147242392	-2.6342952561068844	155	154	True	0.0216099438729227	False
