id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context	removal_log_prob_delta_per_token	removal_upper_iqr_outlier
148	only	I come home for lunch.__eou__How long have you got?	Only 1 hour.	1 Hour.	Okay, I'll make you some food.	-11.556648254394531	-13.114013671875	-1.155664825439453	-1.4571126302083333	10	9	-16.844412803649902	-15.86870574951172	-1.2957240618192232	-1.220669673039363	13	13	-74.44592380523682	-75.04931831359863	-1.691952813755382	-1.7453329840371774	44	43	True	0.3014478047688802	False
161	only	Do you mind if I get a lift in your car, please?	I don’t see any problem; only the car is a bit old.	I don’t see any problem; the car is a bit old.	Oh you’re so kind!	-37.32887268066406	-37.77247619628906	-1.8664436340332031	-1.9880250629625824	20	19	-18.56312561035156	-17.987220764160156	-1.8563125610351563	-1.7987220764160157	10	10	-95.06109619140624	-94.92879486083984	-1.98043950398763	-2.0197615927838264	48	47	True	0.12158142892937929	False
315	only	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?	-15.838462829589844	-11.22219467163086	-1.2183432945838342	-0.9351828893025717	13	12	-23.648632049560547	-23.4224853515625	-1.244664844713713	-1.232762386924342	19	19	-74.61481857299805	-69.7801513671875	-1.4922963714599609	-1.4240847217793366	50	49	True	-0.2831604052812625	False
491	only	Excuse me. Can you tell me where the Wal-Mart supermarket is?__eou__Turn right at the second crossing and then go straight for two blocks.__eou__Is it far from here?	No, it’s only ten-minute's walk.	No, it’s ten-minute's walk.	Thanks a lot.	-20.222806930541992	-22.592806816101078	-1.3481871287027996	-1.613771915435791	15	14	-3.076528549194336	-3.087320327758789	-0.384566068649292	-0.3859150409698486	8	8	-82.36287784576416	-84.76600360870361	-1.1439288589689467	-1.1938873747704737	72	71	True	0.26558478673299146	False
501	only	Would you like to mail it by air or sea?__eou__Hmm ... How long will it take to mail things to the USA by air?	About 10 days. You can send it express mail if you need it faster. It will only take three or four days.	About 10 days. You can send it express mail if you need it faster. It will take three or four days.	I want to send it by express mail. The faster, the better.	-41.32347869873047	-41.062538146972656	-1.2913587093353271	-1.3245980047410535	32	31	-19.20737648010254	-19.20176887512207	-1.010914551584344	-1.010619414480109	19	19	-138.68247413635254	-138.38484382629397	-1.5940514268546269	-1.609126091003418	87	86	True	0.03323929540572634	False
649	only	Well, what about this two-bedroom apartment? The listing says it's right in the heart of the city, just steps from the metro.__eou__Wow, that would be very convenient. How much is the rent?	It says it's $ 1600. But if you share it with another person, that's only $ 800 per month.	It says it's $ 1600. But if you share it with another person, that's $ 800 per month.	That definitely sounds like a steal. I think that is a very trendy neighborhood as well.	-50.87446594238281	-50.84108543395996	-1.4131796095106337	-1.452602440970285	36	35	-46.81707286834717	-47.13478469848633	-2.128048766743053	-2.1424902135675605	22	22	-187.21130657196045	-187.49774074554443	-1.717534922678536	-1.7360901920883745	109	108	True	0.0394228314596512	False
659	only	Mmmm ... This apartment seems a little expensive. Do you have any cheap studios?	Actually, the one-bedroom is the only vacant apartment right now.	Actually, the one-bedroom is the vacant apartment right now.	Do you think any studios will open up soon?	-33.103721618652344	-37.371856689453125	-1.8390956454806855	-2.1983445111443016	18	17	-21.641658782958984	-22.2395133972168	-1.545832770211356	-1.5885366712297713	14	14	-125.67573928833008	-130.54172897338867	-2.371240363930756	-2.510417864872859	53	52	True	0.35924886566361613	False
660	only	What kind of lease is it?__eou__It's a one-year lease.	Can I have a month-to-month lease? I only want to rent the apartment for five months.	Can I have a month-to-month lease? I want to rent the apartment for five months.	No, all the leases are for one year. We don't have month-to-month leases.	-31.28264045715332	-32.12266731262207	-1.2513056182861328	-1.338444471359253	25	24	-22.59070587158203	-21.966684341430664	-0.9822046031122622	-0.9550732322361158	23	23	-91.1283187866211	-91.37111854553224	-1.2834974476988887	-1.3053016935076032	71	70	True	0.08713885307312008	False
666	only	What's the problem, sir?	I bought this toy gun from your store two weeks ago. My son played with it only twice and it broke.	I bought this toy gun from your store two weeks ago. My son played with it twice and it broke.	Do you keep the receipt?	-46.404693603515625	-43.97720336914063	-1.6573104858398438	-1.6287853099681713	28	27	-12.637649536132812	-12.502605438232422	-1.2637649536132811	-1.250260543823242	10	10	-81.97468566894531	-79.41215133666992	-1.672952768753986	-1.6544198195139568	49	48	True	-0.02852517587167247	False
687	only	Excuse me. Could you tell me the way to the Star Hotel?__eou__Yes. Go down the main road. You can't miss it.__eou__How long will it take me to get there?	It's only about a five-minute walk.	It's about a five-minute walk.	Thank you very much.	-10.573686599731444	-8.125391960144043	-0.7552633285522461	-0.625030150780311	14	13	-1.9908933639526367	-2.016289710998535	-0.2212103737725151	-0.2240321901109483	9	9	-65.46549320220947	-63.02946376800537	-0.8613880684501246	-0.8403928502400716	76	75	True	-0.1302331777719351	False
