id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context	removal_log_prob_delta_per_token	removal_upper_iqr_outlier
462	just	I'm looking for some fresh produce that's on sale.	Well, we just got in some mangoes.	Well, we got in some mangoes.	Mangoes. What are they?	-19.360685348510746	-27.37982940673828	-1.2907123565673828	-1.9557021004813055	15	14	-12.047931671142578	-11.60714340209961	-1.0952665155584165	-1.055194854736328	11	11	-72.29532814025879	-79.85183906555176	-1.7213173366728285	-1.947605830867116	42	41	True	0.6649897439139227	True
569	just	May I help you?	I'm just browsing, thanks.	I'm browsing, thanks.	We're on clearance sale now. Prices have up to twenty percent off. Do not miss the chance.	-13.581842422485352	-17.0515079498291	-1.1318202018737793	-1.5501370863481	12	11	-64.41328620910645	-64.69322204589844	-2.576531448364258	-2.5877288818359374	25	25	-93.44664192199708	-97.2113800048828	-2.0314487374347188	-2.160252888997396	46	45	True	0.4183168844743208	True
638	just	Hello, do you have any vacancies?	Yes, something just opened up.	Yes, something opened up.	What kind of apartment is it?	-20.088306427001957	-23.444629669189453	-1.674025535583496	-2.131329969926314	12	11	-16.54874610900879	-17.05231475830078	-1.5044314644553445	-1.5502104325727983	11	11	-61.04425621032715	-64.88486099243164	-1.7441216060093472	-1.908378264483284	35	34	True	0.45730443434281787	True
976	just	Is there anything I can do for you?__eou__I'm looking for a black, leather bag.__eou__How's this?	I'm just looking.	I'm looking.	If you need any help, let me know.	-10.781500816345217	-14.658209800720217	-1.0781500816345215	-1.6286899778578017	10	9	-11.854713439941406	-14.40216827392578	-0.8467652457101005	-1.028726305280413	14	14	-75.19067859649658	-81.57543563842773	-1.232634075352403	-1.3595905939737956	61	60	True	0.5505398962232801	True
1043	just	May I help you?	No, thank you. I'm just looking. Maybe later I might need your help.	No, thank you. I'm looking. Maybe later I might need your help.	I hope you will! Take your time. We have a lot more upstairs.	-33.38024711608887	-43.77966499328613	-1.4513150920038638	-1.989984772422097	23	22	-39.84861755371094	-42.32963180541992	-1.9924308776855468	-2.116481590270996	20	20	-88.685791015625	-101.58465194702148	-1.7054959810697117	-1.991855920529833	52	51	True	0.5386696804182332	True
1052	just	It's time to get up!	I just went to bed!	I went to bed!	You shouldn't have stayed up so late watching TV. I told you we had to get an early start.	-12.036941528320312	-18.199234008789062	-1.094267411665483	-1.8199234008789065	11	10	-36.17115211486816	-37.77016067504883	-1.3911981582641602	-1.452698487501878	26	26	-70.38151359558105	-78.15673065185547	-1.466281533241272	-1.6629091628054355	48	47	True	0.7256559892134236	True
1157	just	Is there something I can help you with?	No, I'm just browsing. Thanks anyway.	No, I'm browsing. Thanks anyway.	Ok.	-17.734216690063477	-23.275110244750977	-1.1822811126708983	-1.6625078746250697	15	14	-6.458656311035156	-6.264199256896973	-1.0764427185058594	-1.0440332094828289	6	6	-45.23662185668945	-50.55699825286865	-1.3304888781379252	-1.532030250086929	34	33	True	0.48022676195417136	True
1246	just	Good afternoon, ma'am. Can I help you find anything?	No, thanks. I'm just looking.	No, thanks. I'm looking.	We have a special on these skirts this week. Would you like to try one on?	-9.092048645019531	-16.086280822753906	-0.6494320460728237	-1.2374062171349158	14	13	-30.34545135498047	-31.387231826782227	-1.3793386979536577	-1.4266923557628284	22	22	-71.95369338989258	-79.97923851013184	-1.3576168564130675	-1.5380622790409968	53	52	True	0.5879741710620922	True
1695	just	Good afternoon, ma'am. Can I help you find anything?	No, thanks. I'm just looking.	No, thanks. I'm looking.	We have a special on these skirts this week. Would you like to try one on?	-9.092048645019531	-16.086280822753906	-0.6494320460728237	-1.2374062171349158	14	13	-30.34545135498047	-31.387231826782227	-1.3793386979536577	-1.4266923557628284	22	22	-71.95369338989258	-79.97923851013184	-1.3576168564130675	-1.5380622790409968	53	52	True	0.5879741710620922	True
2273	just	How do you use an ATM card, Billy?__eou__It’s easy grandpa. Insert you card into the machine here. Then wait a moment. Ok. Now you enter your PIN. It should have four numbers.	Oh yes. I’Ve got it written down here. Just a minute.	Oh yes. I’Ve got it written down here. A minute.	You really shouldn’t write it down. You should memorise it. You can change it to a more convenient number if you like.	-46.442474365234375	-52.92599487304688	-2.211546398344494	-2.646299743652344	21	20	-45.9921875	-46.43046951293945	-1.4836189516129032	-1.4977570810625631	31	31	-218.7130470275879	-225.63961029052732	-2.1030100675729604	-2.190675828063372	104	103	True	0.43475334530785004	True
